Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
Ⅰ.현금및예치금 (주7),2133671221,2354913160,1572983725
Ⅱ.당기손익-공정가치측정금융자산 (주9),8262796320,8166168008,10151788199
(1)당기손익-공정가치측정금융자산,7920366580,7696321077,9823068126
(2)파생상품자산 (주19),342429740,469846931,328720073
Ⅲ.기타포괄손익-공정가치측정금융자산 (주10),1736589777,1293691471,988360435
Ⅳ.관계기업및공동기업투자 (주11),492551740,417091490,389463095
Ⅴ.대출채권 (주12),5436457760,4704450115,5010347896
Ⅵ.당기법인세자산 (주35),5898466,8065021,3969709
Ⅶ.유형자산 (주13),597017316,346931343,353048339
Ⅷ.무형자산 (주14),139339921,120866354,114296930
Ⅸ.투자부동산 (주15),2445520693,2672031343,2691563315
Ⅹ.매각예정비유동자산 (주16),149531846,167741658,170961906
XI.이연법인세자산 (주35),179941023,169638097,142295743
XⅡ.기타자산 (주15),979345247,641764813,770675717
XⅢ.재고자산 (주17),84827462,147382590,403486900
자산총계,22643488792,21210735463,22763241909
자본과 부채,,,
부채,,,
Ⅰ.당기손익-공정가치측정금융부채 (주18),1980549101,2586568848,1542268220
(1)당기손익-공정가치측정금융부채,184574290,22469376,6000688
(2)파생상품부채 (주19),454862524,507961494,372772045
(3)당기손익-공정가치측정지정금융부채,1341112287,2056137978,1163495487
Ⅱ.예수부채 (주20),4312498079,5008610687,5301735113
Ⅲ.차입부채 (주21),9409501242,7857267193,9451764777
Ⅳ.사채 (주22),2840591086,2120928455,2573253862
Ⅴ.종업원급여부채 (주23),8737976,5916514,8260589
Ⅵ.충당부채 (주24),15896972,106500998,69436117
Ⅶ.매각예정비유동부채 (주16),9596710,9596710,47683651
Ⅷ.당기법인세부채 (주35),39807220,48411341,117417344
Ⅸ.이연법인세부채 (주35),127054292,48144796,37654536
Ⅹ.기타부채 (주25),877827290,695830628,960561164
부채총계,19622059968,18487776170,20110035373
자본,,,
Ⅰ.지배기업의 소유주지분,3020064866,2675133251,2621661680
(1)자본금 (주26),434867000,434867000,434867000
(2)연결자본잉여금 (주26),694981258,694981258,694981258
"(3)연결기타포괄손익누계액 (주26,36)",482811321,222205984,163528518
(4)연결이익잉여금 (주26),1653763513,1590835634,1568905427
(대손준비금 적립액),8107575,8766105,8772687
(대손준비금 전입(환입) 예정금액),314273,"(658,530)","(6,582)"
(5)자본조정 (주26),"(246,358,226)","(267,756,625)","(240,620,523)"
Ⅱ.비지배지분,1363958,47826042,31544856
자본총계,3021428824,2722959293,2653206536
부채및자본총계,22643488792,21210735463,22763241909
