Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,77288485864,78056939448,46853415718
매출원가,72274467900,71029732813,42672121506
매출총이익,5014017964,7027206635,4181294212
기타영업수익,617038467,,
판매비와관리비,3727170111,3109865846,2439621642
영업이익(손실),1903886320,3917340789,1741672570
금융수익,5243218409,7097499573,2281608005
금융원가,6177987935,8107091953,3023101536
지분법손익,133027020,2282670,436789535
기타영업외수익,152458480,187155011,627374977
기타영업외비용,322417291,236995813,1245877297
법인세차감전영업순이익,932185003,2860190277,818466254
법인세비용,377290726,965011150,373704789
연결당기순이익,554894277,1895179127,444761465
중단영업손익,0,0,43748419
당기순이익(손실),554894277,1895179127,488509884
당기순이익(손실)의 귀속,,,
지배기업소유주지분,256250365,1569022663,292091517
비지배지분,298643912,326156464,196418367
연결기타포괄손익,99446472,170742372,668268858
당기손익으로 재분류되지 않는항목(세후기타포괄손익),"(44,329,307)","(108,575,709)",55834236
확정급여제도의 재측정요소,"(71,125,398)",7666941,14614562
기타포괄손익-공정가치측정금융자산평가손익,28607200,"(53,102,471)",20599397
해외사업환산손익,"(1,811,109)","(63,140,179)",20620277
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),143775779,279318081,612434622
기타포괄손익-공정가치측정금융자산평가손익,,,"(192,844)"
지분법자본변동,37801460,75850005,340816996
해외사업환산손익,154117022,97484508,241894816
현금흐름위험회피 파생금융상품평가손익,"(48,142,703)",105983568,29915654
연결총포괄이익,654340749,2065921499,1156778742
포괄손익의 귀속,,,
지배기업소유주지분,366181747,1803434735,938246271
비지배지분,288159002,262486764,218532471
주당이익,,,
보통주기본주당이익(손실) (단위 : 원),2808,18059,3405
구형우선주기본주당이익(손실) (단위 : 원),2858,18109,3455
보통주기본주당계속영업이익(손실) (단위 : 원),2808,18059,2895
구형우선주기본주당계속영업이익(손실) (단위 : 원),2858,18109,2945
보통주희석주당이익(손실) (단위 : 원),2807,18058,3404
보통주희석주당계속영업이익(손실) (단위 : 원),2807,18058,2894
