Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
비유동자산,520514.0,536604,487268
"유형자산 (주4,5,23,24)",435321.0,441541,424301
"사용권자산 (주4,5)",18379.0,16969,17901
"투자부동산 (주4,6,23,24)",3448.0,3456,3467
"무형자산 (주4,7,11,23)",14789.0,11427,9650
공동기업투자 (주8),8131.0,7818,6466
기타비유동자산 (주21),23046.0,30778,6028
"기타금융자산 (주13,30,32)",11345.0,16030,12068
이연법인세자산 (주27),6055.0,8585,7387
유동자산,569230.0,680707,628381
"재고자산 (주9,23)",291466.0,377129,335880
"매출채권및기타채권 (주10,30,32)",150975.0,177174,179720
당기법인세자산,2189.0,2047,308
기타유동자산 (주12),13606.0,12920,13584
"기타금융자산 (주13,20,32)",12410.0,6677,1145
"현금및현금성자산 (주14,32)",98584.0,104760,97744
자산총계,1089744.0,1217311,1115649
자본,,,
지배기업소유주지분,705592.0,682622,543254
자본금 (주15),12000.0,12000,12000
자본잉여금 (주15),20482.0,20482,20482
적립금 (주15),30303.0,29103,28623
이익잉여금(결손금) (주15),638217.0,622951,483732
기타자본 (주15),4590.0,"(1,914)","(1,583)"
비지배지분,0.0,0,0
자본총계,705592.0,682622,543254
부채,,,
비유동부채,76459.0,130667,128396
"사채및이자부차입금 (주16,23,24,31,32)",5250.0,65745,60502
퇴직급여부채 (주21),4269.0,2682,5945
기타장기종업원급여부채 (주22),10780.0,9061,8544
"비유동 리스부채 (주5,31,32)",16087.0,14564,15454
"기타금융부채 (주19,20,31,32)",2579.0,1,1
기타 비유동 부채,434.0,453,428
이연법인세부채 (주27),37060.0,38161,37522
유동부채,307693.0,404022,443999
"사채및이자부차입금 (주16,23,24,31,32)",164696.0,208070,235311
"매입채무및기타채무 (주17,30,31,32)",119245.0,139275,173266
"유동 리스부채 (주5,31,32)",2357.0,2334,2480
"기타금융부채 (주19,31,32)",1640.0,554,689
기타 유동부채 (주18),5149.0,5440,4043
당기법인세부채,14606.0,48349,28210
부채총계,384152.0,534689,572395
자본과부채총계,1089744.0,1217311,1115649
