Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
"매출액 (주4,30)",1029975,1329509,998190
"매출원가 (주25,30)",880026,1027889,776000
매출총이익,149949,301620,222190
"판매비와관리비 (주25,30)",91480,116504,116476
영업이익(손실),58469,185116,105714
기타수익 (주25),4111,3833,6038
기타비용 (주25),5170,3447,7233
지분법이익 (주8),847,2020,1103
금융수익 (주26),42792,63807,27863
금융비용 (주26),51555,70229,32301
법인세비용차감전순이익(손실),49494,181100,101184
법인세비용(수익) (주27),14647,49168,29975
당기순이익(손실),34847,131932,71209
기타포괄손익,123,12236,17133
후속적으로 당기손익으로 재분류되는 항목,6502,(242),7863
이자율스왑평가손익 (주15),0,25,1182
해외사업환산손익 (주15),6502,(267),6681
후속적으로 당기손익으로 재분류되지 않는 항목,"(6,379)",12478,9270
기타포괄손익-공정가치측정 금융자산 평가이익 (주15),2,(89),(252)
"확정급여제도의 재측정요소 (주15,21)","(6,381)",12567,9522
총포괄손익,34970,144168,88342
당기순이익(손실)의 귀속,,,
지배기업소유주지분 (주28),34847,131932,72273
비지배지분,0,0,"(1,064)"
총포괄손익의 귀속,,,
지배기업소유주지분,34970,144168,89302
비지배지분,0,0,(960)
주당이익,,,
기본 및 희석주당이익(손실) (단위 : 원) (주28),1452,5497,3011
