Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,96991027126,70648737315,25763954047
매출원가,70506307356,51473113397,22049753179
매출총이익,26484719770,19175623918,3714200868
판매비와관리비,33979244287,22248608889,9271527735
영업이익(손실),"(7,494,524,517)","(3,072,984,971)","(5,557,326,867)"
금융수익,9456425530,2341470986,3502289101
금융비용,9905193656,4610357655,8900664340
지분법손익,"(366,314,019)","(819,979,203)","(2,417,867,330)"
기타영업외수익,5845195015,5879107497,586916637
기타영업외비용,17582098456,4107099997,19048912119
법인세비용차감전순이익(손실),"(20,046,510,103)","(4,389,843,343)","(31,835,564,918)"
법인세비용(수익),3643830875,62443716,"(1,143,723,815)"
계속사업영업순손익,"(23,690,340,978)","(4,452,287,059)","(30,691,841,103)"
중단사업영업순손익,"(7,155,486,682)","(20,213,981,497)","(1,070,799,684)"
당기순이익(손실),"(30,845,827,660)","(24,666,268,556)","(31,762,640,787)"
당기순이익(손실)의 귀속,,,
지배기업소유주지분,"(13,813,311,019)","(18,863,862,590)","(29,489,220,837)"
비지배지분,"(17,032,516,641)","(5,802,405,966)","(2,273,419,950)"
기타포괄이익(손실),"(696,508,306)","(1,099,331,315)","(1,200,035,612)"
후속적으로 당기손익으로 재분류될 수 없는 항목,"(164,520,508)","(2,126,662,965)","(2,245,068,357)"
기타포괄손익-공정가치측정금융자산 평가손익,"(441,098,232)",,"(861,635,196)"
기타포괄손익-공정가치측정금융자산 처분손익,0,,"(109,525,650)"
확정급여제도의재측정요소,26765329,1338099544,"(334,363,334)"
지분법이익잉여금변동,"(11,546,035)","(4,237,083,353)","(1,089,274,288)"
재평가잉여금,261358430,"(19,797,636)",149730111
기타이익잉여금변동,,792118480,
후속적으로 당기손익으로 재분류되는 항목,"(531,987,798)",1027331650,1045032745
해외사업장환산외환차이(세후기타포괄손익),"(481,417,617)",27720334,15984606
지분법자본변동,,,755492514
기타자본변동,"(50,570,181)",999611316,273555625
총포괄이익(손실),"(31,542,335,966)","(25,765,599,871)","(32,962,676,399)"
총포괄이익(손실)의 귀속,,,
지배기업소유주지분,"(13,781,133,679)","(20,716,026,598)","(30,676,131,329)"
비지배지분,"(17,761,202,287)","(5,049,573,273)","(2,286,545,070)"
주당이익,,,
기본주당이익(손실) 합계 (단위 : 원),(415.00),(583.00),"(1,107.00)"
